40850,Org,20230809 23:57:58,20230809 23:58:58,0,0,0,Harold Washington Library-State/Van Buren,Midway,41.87644,-87.62601,13,13
40850,Pink,20230809 23:57:59,20230809 23:58:59,0,0,0,Harold Washington Library-State/Van Buren,54th/Cermak,41.87652,-87.62601,13,13
40850,Brn,20230809 23:57:59,20230810 00:03:59,0,0,0,Harold Washington Library-State/Van Buren,Kimball,41.89051,-87.63553,14,14
40850,Org,20230809 23:57:54,20230810 00:13:54,0,0,0,Harold Washington Library-State/Van Buren,Midway,41.81212,-87.67967,25,25
40850,Pink,20230809 23:58:02,20230810 00:16:02,0,0,0,Harold Washington Library-State/Van Buren,54th/Cermak,41.85445,-87.68127,15,15
40850,Brn,20230809 23:57:50,20230810 00:26:50,0,0,0,Harold Washington Library-State/Van Buren,Kimball,41.96536,-87.67539,17,17
40160,Org,20230809 23:57:58,20230809 23:59:58,0,0,0,LaSalle/Van Buren,Midway,41.87644,-87.62601,13,13
40160,Pink,20230809 23:57:59,20230809 23:59:59,0,0,0,LaSalle/Van Buren,54th/Cermak,41.87652,-87.62601,13,13
40160,Brn,20230809 23:57:59,20230810 00:02:59,0,0,0,LaSalle/Van Buren,Kimball,41.89051,-87.63553,14,14
40160,Org,20230809 23:57:54,20230810 00:14:54,0,0,0,LaSalle/Van Buren,Midway,41.81212,-87.67967,25,25
40160,Pink,20230809 23:58:02,20230810 00:17:02,0,0,0,LaSalle/Van Buren,54th/Cermak,41.85445,-87.68127,15,15
40160,Brn,20230809 23:57:50,20230810 00:25:50,0,0,0,LaSalle/Van Buren,Kimball,41.96536,-87.67539,17,17
40040,Org,20230809 23:57:58,20230810 00:00:58,0,0,0,Quincy,Midway,41.87644,-87.62601,13,13
40040,Pink,20230809 23:57:59,20230810 00:00:59,0,0,0,Quincy,54th/Cermak,41.87652,-87.62601,13,13
40040,Brn,20230809 23:57:59,20230810 00:01:59,0,0,0,Quincy,Kimball,41.89051,-87.63553,14,14
